City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
200,Ocampo,MX,2021-04-15 14:48:20,21.65,-101.5,68.11,20,0,7.09
201,Waiuku,NZ,2021-04-15 14:48:20,-37.25,174.75,62.6,77,2,16.11
202,Habiganj,BD,2021-04-15 14:48:21,24.3833,91.4167,86.0,74,40,2.3
203,Narsaq,GL,2021-04-15 14:48:21,60.9167,-46.05,35.6,48,40,14.97
204,Dikson,RU,2021-04-15 14:48:22,73.5069,80.5464,-10.68,93,100,17.02
205,Stryn,NO,2021-04-15 14:48:22,61.9045,6.7226,50.0,42,0,2.3
206,Baykit,RU,2021-04-15 14:48:23,61.67,96.37,33.89,95,100,14.09
207,Deputatskiy,RU,2021-04-15 14:48:23,69.3,139.9,-16.2,100,100,4.05
208,Wanning,CN,2021-04-15 14:48:24,18.8003,110.3967,75.83,89,5,4.07
209,Kirakira,SB,2021-04-15 14:48:24,-10.4544,161.9205,79.36,85,33,3.15
210,Cherskiy,RU,2021-04-15 14:48:25,68.75,161.3,13.19,94,100,6.15
211,Malakal,SS,2021-04-15 14:48:25,9.5334,31.6605,102.58,6,57,3.69
212,Ajdabiya,LY,2021-04-15 14:48:26,30.7554,20.2263,72.52,43,70,12.5
213,Kayerkan,RU,2021-04-15 14:48:26,69.3497,87.7602,4.15,94,100,18.59
214,High Level,CA,2021-04-15 14:48:27,58.5169,-117.136,28.4,80,40,2.3
215,Bambous Virieux,MU,2021-04-15 14:48:28,-20.3428,57.7575,81.0,89,75,3.44
216,Lorengau,PG,2021-04-15 14:48:29,-2.0226,147.2712,80.11,78,82,3.06
217,Lata,PT,2021-04-15 14:48:29,40.1629,-8.3327,78.01,48,70,4.85
218,Haines Junction,CA,2021-04-15 14:48:29,60.7522,-137.5108,24.8,86,95,1.14
219,Ahipara,NZ,2021-04-15 14:48:30,-35.1667,173.1667,63.66,88,87,10.49
220,Talnakh,RU,2021-04-15 14:48:31,69.4865,88.3972,7.36,92,100,14.7
221,Miles City,US,2021-04-15 14:48:31,46.4083,-105.8406,30.2,80,75,6.91
222,Muyezerskiy,RU,2021-04-15 14:48:32,63.9333,31.65,41.14,65,4,6.64
223,Inongo,CD,2021-04-15 14:48:32,-1.95,18.2667,82.72,64,38,0.96
224,San Andres,CO,2021-04-15 14:48:33,12.5847,-81.7006,84.2,74,75,13.8
225,Tiksi,RU,2021-04-15 14:48:33,71.6872,128.8694,-2.7,100,84,2.93
226,Flinders,AU,2021-04-15 14:48:34,-34.5833,150.8552,64.0,48,60,13.8
227,Burnie,AU,2021-04-15 14:48:34,-41.0667,145.9167,43.0,85,18,1.99
228,Chumikan,RU,2021-04-15 14:48:35,54.7183,135.315,21.81,72,9,13.44
229,Antalaha,MG,2021-04-15 14:48:35,-14.9003,50.2788,78.21,84,18,5.82
230,Coxim,BR,2021-04-15 14:48:36,-18.5067,-54.76,95.54,24,8,4.5
231,Taltal,CL,2021-04-15 14:48:36,-25.4,-70.4833,67.37,71,0,4.18
232,Lujan,AR,2021-04-15 14:44:11,-34.5703,-59.105,78.01,60,0,1.99
233,Santa Ana,US,2021-04-15 14:44:34,33.7456,-117.8678,54.0,66,75,3.44
234,Tazovskiy,RU,2021-04-15 14:48:37,67.4667,78.7,10.67,89,100,20.02
235,Dinahican,PH,2021-04-15 14:48:38,14.7167,121.7167,81.0,50,58,9.6
236,Cabo San Lucas,MX,2021-04-15 14:45:57,22.8909,-109.9124,75.99,32,1,10.22
237,Mackay,AU,2021-04-15 14:48:06,-21.15,149.2,68.0,88,40,5.75
238,High Rock,BS,2021-04-15 14:48:39,26.6208,-78.2833,75.2,64,20,10.36
239,Lebu,CL,2021-04-15 14:48:10,-37.6167,-73.65,59.83,80,6,11.68
240,Male,MV,2021-04-15 14:48:40,4.1748,73.5089,84.2,74,40,8.05
241,Aklavik,CA,2021-04-15 14:48:40,68.2191,-135.0107,17.6,79,75,8.05
242,Coos Bay,US,2021-04-15 14:48:25,43.3665,-124.2179,43.0,79,0,4.0
243,Sao Joao Da Barra,BR,2021-04-15 14:48:41,-21.6403,-41.0511,80.6,57,40,6.91
244,Mahebourg,MU,2021-04-15 14:48:41,-20.4081,57.7,78.8,89,75,3.44
245,Pakxan,LA,2021-04-15 14:48:42,18.3778,103.6601,81.72,67,13,3.38
246,Belyy Yar,RU,2021-04-15 14:48:43,53.6039,91.3903,44.6,57,0,8.95
247,Karwar,IN,2021-04-15 14:48:43,14.8,74.1333,82.42,77,1,8.32
248,That Phanom,TH,2021-04-15 14:48:44,16.9364,104.7104,79.29,71,70,6.87
249,Kousseri,CM,2021-04-15 14:48:45,12.0769,15.0306,105.8,4,79,14.97
250,Inirida,CO,2021-04-15 14:48:46,3.8653,-67.9239,85.39,63,87,2.71
251,Guerrero Negro,MX,2021-04-15 14:46:13,27.9769,-114.0611,59.72,66,100,16.6
252,Kattivakkam,IN,2021-04-15 14:48:47,13.2167,80.3167,82.4,69,40,9.22
253,Aasiaat,GL,2021-04-15 14:48:47,68.7098,-52.8699,7.25,86,100,5.01
254,Yar-Sale,RU,2021-04-15 14:48:48,66.8333,70.8333,13.48,89,100,16.24
255,Sartana,UA,2021-04-15 14:48:48,47.1744,37.6927,48.99,100,23,7.0
256,Inhambane,MZ,2021-04-15 14:48:49,-23.865,35.3833,76.93,63,0,8.57
257,Rimbey,CA,2021-04-15 14:48:49,52.6334,-114.2353,41.0,33,4,8.05
258,Acarau,BR,2021-04-15 14:48:50,-2.8856,-40.12,85.01,68,100,11.63
259,Xinyang,CN,2021-04-15 14:46:02,32.1228,114.0656,60.87,83,44,6.35
260,Irtyshskiy,RU,2021-04-15 14:48:50,58.3333,68.1333,54.43,78,13,7.85
261,Saint George,US,2021-04-15 14:48:25,37.1041,-113.5841,55.0,46,1,5.75
